joint_name,q_value,delta_q,ee_x,ee_y,ee_z,delta_ee_x,delta_ee_y,delta_ee_z,roll,pitch,yaw
jnt1,0.47969876735799993,-0.195,0.28405725602966864,-0.1477729299444875,-0.09999074294365512,-0.013923311891815615,-0.030585090973683324,-2.2469092386678824e-07,-1.5708038872392178,-4.066310342443202e-06,2.6619004993575714
jnt1,0.48469876735799994,-0.19,0.2833148400774072,-0.1491913631397873,-0.09999075336406124,-0.014665727844077048,-0.0320035241689831,-2.3511132998810247e-07,-1.570803870205734,-4.098854232914562e-06,2.656900499357637
jnt1,0.48969876735799994,-0.185,0.28256534126889976,-0.15060606654041486,-0.09999076375706664,-0.01541522665258449,-0.03341822756961067,-2.455043353888353e-07,-1.5708038530097448,-4.131312550059718e-06,2.6519004993577004
jnt1,0.49469876735799995,-0.18,0.28180877834157764,-0.15201700477885896,-0.09999077412241142,-0.016171789579906615,-0.03482916580805477,-2.558696801657767e-07,-1.5708038356516796,-4.163684481195418e-06,2.646900499357764
jnt1,0.49969876735799995,-0.175,0.28104517020947456,-0.15342414258173703,-0.09999078445983683,-0.016935397712009692,-0.03623630361093284,-2.662071055814508e-07,-1.5708038181319721,-4.195969217635209e-06,2.641900499357825
jnt1,0.5046987673579999,-0.16999999999999998,0.2802745359627538,-0.15482744477067703,-0.09999079476908396,-0.01770603195873044,-0.03763960579987284,-2.765163527040926e-07,-1.5708038004510612,-4.228165952691043e-06,2.636900499357886
jnt1,0.509698767358,-0.16499999999999998,0.27949689486723195,-0.15622687626319776,-0.09999080504989552,-0.018483673054252303,-0.039039037292393566,-2.8679716426727175e-07,-1.5708037826093886,-4.260273880785093e-06,2.631900499357945
jnt1,0.5146987673579999,-0.15999999999999998,0.2787122663638953,-0.15762240207358455,-0.09999081530201431,-0.019268301557588963,-0.04043456310278036,-2.9704928306006906e-07,-1.5708037646073996,-4.292292199892245e-06,2.6269004993580034
jnt1,0.5196987673579999,-0.155,0.27792067006841586,-0.15901398731376493,-0.09999082552518376,-0.020059897853068387,-0.04182614834296074,-3.072724525099435e-07,-1.5708037464455442,-4.324220108875565e-06,2.62190049935806
jnt1,0.5246987673579999,-0.15,0.27712212577065953,-0.16040159719418032,-0.09999083571914885,-0.02085844215082472,-0.04321375822337613,-3.1746641759866634e-07,-1.570803728124277,-4.356056810372877e-06,2.616900499358115
jnt1,0.5296987673579999,-0.145,0.27631665343419276,-0.16178519702465585,-0.09999084588365448,-0.02166391448729149,-0.04459735805385166,-3.276309232247421e-07,-1.5708037096440568,-4.387801507688138e-06,2.611900499358169
jnt1,0.5346987673579999,-0.13999999999999999,0.2755042731957814,-0.16316475221526816,-0.0999908560184462,-0.02247629472570284,-0.04597691324446397,-3.3776571495280905e-07,-1.570803691005344,-4.419453407011886e-06,2.6069004993582223
