t,ee_x,ee_y,ee_z,ee_roll,ee_pitch,ee_yaw,ee_vx,ee_vy,ee_vz,ee_wx,ee_wy,ee_wz,ee_ax,ee_ay,ee_az,ee_awx,ee_awy,ee_awz,q_act_1,q_act_2,q_act_3,q_act_4,dq_act_1,dq_act_2,dq_act_3,dq_act_4,ddq_act_1,ddq_act_2,ddq_act_3,ddq_act_4,q_1,q_2,q_3,q_4,dq_1,dq_2,dq_3,dq_4,ddq_1,ddq_2,ddq_3,ddq_4,des_x,des_y,des_z,err_x,err_y,err_z,following_error,des_q_1,des_q_2,des_q_3,des_q_4,err_q_1,err_q_2,err_q_3,err_q_4,following_error_q,des_roll,des_pitch,des_yaw,err_roll,err_pitch,err_yaw,following_error_ori
0.657,-0.159051,-0.28,2.90563e-08,-1.5708,1.72255e-16,1.05421,1.39181,0.000788272,5.41141e-05,8.79297e-14,-4.996e-14,3.75691,0,0,0,0,0,0,-7.86713,0.13599,0.472666,-0.197831,-7.04422,-0.274983,1.25667,0.706707,0,0,0,0,-4.1958,0.906603,1.57555,-0.659438,-3.75691,-1.83322,4.18891,2.35569,0,0,0,0,-0.158956,-0.28,0,9.48864e-05,-4.19349e-07,-2.90563e-08,9.48873e-05,-4.1958,0.906603,1.57555,-0.659438,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.658,-0.157655,-0.28,2.91155e-08,-1.5708,-4.979e-17,1.05799,1.40138,0.000798136,5.42101e-05,8.61533e-14,-4.84057e-14,3.79897,0,0,0,0,0,0,-7.87421,0.135716,0.473919,-0.197126,-7.12306,-0.274208,1.25427,0.70585,0,0,0,0,-4.19958,0.904775,1.57973,-0.657086,-3.79897,-1.82806,4.18089,2.35283,0,0,0,0,-0.157559,-0.28,0,9.55463e-05,-4.24622e-07,-2.91155e-08,9.55473e-05,-4.19958,0.904775,1.57973,-0.657086,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.659,-0.156249,-0.28,2.91622e-08,-1.5708,2.83277e-16,1.06181,1.41089,0.000807965,5.42826e-05,8.12683e-14,-4.52971e-14,3.84115,0,0,0,0,0,0,-7.88137,0.135443,0.475171,-0.196421,-7.20216,-0.273375,1.25159,0.704842,0,0,0,0,-4.2034,0.902953,1.5839,-0.654738,-3.84115,-1.8225,4.17197,2.34947,0,0,0,0,-0.156153,-0.28,0,9.62014e-05,-4.29877e-07,-2.91622e-08,9.62024e-05,-4.2034,0.902953,1.5839,-0.654738,0,0,0,0,0,-1.5708,0,nan,0,-4.44089e-16,nan,4.44089e-16
0.66,-0.154834,-0.28,2.91963e-08,-1.5708,6.12323e-17,1.06567,1.42032,0.000817756,5.43311e-05,8.30447e-14,-4.57412e-14,3.88347,0,0,0,0,0,0,-7.88862,0.13517,0.476419,-0.195718,-7.2815,-0.272482,1.24865,0.703682,0,0,0,0,-4.20726,0.901136,1.58806,-0.652394,-3.88347,-1.81655,4.16215,2.34561,0,0,0,0,-0.154737,-0.28,0,9.68516e-05,-4.35112e-07,-2.91963e-08,9.68526e-05,-4.20726,0.901136,1.58806,-0.652394,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.661,-0.153409,-0.28,2.92175e-08,-1.5708,-4.979e-17,1.06957,1.42968,0.000827507,5.43555e-05,8.21565e-14,-4.4631e-14,3.9259,0,0,0,0,0,0,-7.89594,0.134899,0.477664,-0.195016,-7.36106,-0.27153,1.24543,0.702369,0,0,0,0,-4.21117,0.899325,1.59221,-0.650053,-3.9259,-1.8102,4.15143,2.34123,0,0,0,0,-0.153312,-0.28,0,9.74969e-05,-4.40327e-07,-2.92175e-08,9.74979e-05,-4.21117,0.899325,1.59221,-0.650053,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.662,-0.151975,-0.28,2.92256e-08,-1.5708,5.72119e-18,1.07352,1.43897,0.000837214,5.43552e-05,7.99361e-14,-4.30767e-14,3.96845,0,0,0,0,0,0,-7.90334,0.134628,0.478906,-0.194315,-7.44085,-0.270519,1.24194,0.700904,0,0,0,0,-4.21511,0.897521,1.59635,-0.647717,-3.96845,-1.80346,4.1398,2.33635,0,0,0,0,-0.151877,-0.28,0,9.8137e-05,-4.45519e-07,-2.92256e-08,9.81381e-05,-4.21511,0.897521,1.59635,-0.647717,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.663,-0.150532,-0.28,2.92205e-08,-1.5708,-4.979e-17,1.07751,1.44818,0.000846875,5.43301e-05,7.99361e-14,-4.26326e-14,4.01111,0,0,0,0,0,0,-7.91082,0.134359,0.480145,-0.193616,-7.52083,-0.269448,1.23818,0.699285,0,0,0,0,-4.2191,0.895723,1.60048,-0.645387,-4.01111,-1.79632,4.12727,2.33095,0,0,0,0,-0.150433,-0.28,0,9.87721e-05,-4.50686e-07,-2.92205e-08,9.87731e-05,-4.2191,0.895723,1.60048,-0.645387,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.664,-0.14908,-0.28,2.92021e-08,-1.5708,1.16743e-16,1.08154,1.45731,0.000856486,5.42798e-05,8.61533e-14,-4.57412e-14,4.05387,0,0,0,0,0,0,-7.91838,0.13409,0.481379,-0.192919,-7.601,-0.26832,1.23415,0.697512,0,0,0,0,-4.22314,0.893934,1.6046,-0.643062,-4.05387,-1.7888,4.11384,2.32504,0,0,0,0,-0.14898,-0.28,0,9.94019e-05,-4.55827e-07,-2.92021e-08,9.9403e-05,-4.22314,0.893934,1.6046,-0.643062,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.665,-0.147558,-0.28,1.21076e-08,-1.5708,2.27766e-16,1.08579,1.46648,0.000346395,2.16369e-05,7.68274e-14,-4.04121e-14,4.09852,0,0,0,0,0,0,-7.92634,0.133812,0.482659,-0.192195,-7.68473,-0.26684,1.22862,0.694939,0,0,0,0,-4.22738,0.892079,1.60886,-0.640649,-4.09852,-1.77893,4.0954,2.31646,0,0,0,0,-0.147518,-0.28,0,4.00121e-05,-1.91459e-07,-1.21076e-08,4.00126e-05,-4.22738,0.892079,1.60886,-0.640649,0,0,0,0,0,-1.5708,0,nan,0,-4.44089e-16,nan,4.44089e-16
0.666,-0.146144,-0.28,2.59943e-08,-1.5708,-4.979e-17,1.08975,1.47535,0.000842118,5.20548e-05,7.68274e-14,-3.9968e-14,4.13977,0,0,0,0,0,0,-7.93376,0.133556,0.483838,-0.191528,-7.76207,-0.265868,1.22519,0.693458,0,0,0,0,-4.23134,0.890373,1.61279,-0.638425,-4.13977,-1.77245,4.08398,2.31153,0,0,0,0,-0.146047,-0.28,0,9.67977e-05,-4.16076e-07,-2.59943e-08,9.67986e-05,-4.23134,0.890373,1.61279,-0.638425,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.667,-0.144608,-0.28,1.19293e-08,-1.5708,5.72119e-18,1.09407,1.48436,0.000353114,2.14926e-05,7.81597e-14,-3.9968e-14,4.18452,0,0,0,0,0,0,-7.94187,0.133281,0.485106,-0.19081,-7.84597,-0.264284,1.21917,0.690598,0,0,0,0,-4.23566,0.88854,1.61702,-0.636033,-4.18452,-1.76189,4.06389,2.30199,0,0,0,0,-0.144567,-0.28,0,4.04067e-05,-1.93499e-07,-1.19293e-08,4.04072e-05,-4.23566,0.88854,1.61702,-0.636033,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.668,-0.143177,-0.28,2.58627e-08,-1.5708,-1.60812e-16,1.09811,1.49307,0.000860162,5.17816e-05,8.26006e-14,-4.21885e-14,4.22587,0,0,0,0,0,0,-7.94945,0.133028,0.486276,-0.190147,-7.9235,-0.263201,1.21522,0.68882,0,0,0,0,-4.23971,0.886851,1.62092,-0.633823,-4.22587,-1.75468,4.05074,2.29607,0,0,0,0,-0.143079,-0.28,0,9.79659e-05,-4.24867e-07,-2.58627e-08,9.79668e-05,-4.23971,0.886851,1.62092,-0.633823,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.669,-0.141622,-0.28,1.18624e-08,-1.5708,1.72255e-16,1.10253,1.50192,0.000360575,2.13579e-05,7.86038e-14,-3.95239e-14,4.27078,0,0,0,0,0,0,-7.95772,0.132756,0.487532,-0.189434,-8.00771,-0.261497,1.20862,0.685631,0,0,0,0,-4.24412,0.885037,1.62511,-0.631447,-4.27078,-1.74331,4.02875,2.28544,0,0,0,0,-0.141581,-0.28,0,4.08899e-05,-1.97603e-07,-1.18624e-08,4.08904e-05,-4.24412,0.885037,1.62511,-0.631447,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.67,-0.140174,-0.28,2.56929e-08,-1.5708,5.72119e-18,1.10665,1.51046,0.000878012,5.14104e-05,7.50511e-14,-3.70814e-14,4.31221,0,0,0,0,0,0,-7.96546,0.132505,0.488692,-0.188776,-8.08539,-0.260304,1.20416,0.683554,0,0,0,0,-4.24824,0.883366,1.62897,-0.629254,-4.31221,-1.73536,4.01387,2.27851,0,0,0,0,-0.140075,-0.28,0,9.91191e-05,-4.33724e-07,-2.56929e-08,9.912e-05,-4.24824,0.883366,1.62897,-0.629254,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.671,-0.138601,-0.28,1.17727e-08,-1.5708,-4.979e-17,1.11115,1.51915,0.00036793,2.1181e-05,7.63833e-14,-3.75255e-14,4.35724,0,0,0,0,0,0,-7.9739,0.132236,0.489937,-0.188069,-8.16983,-0.25848,1.19699,0.680032,0,0,0,0,-4.25275,0.881572,1.63312,-0.626897,-4.35724,-1.7232,3.98997,2.26677,0,0,0,0,-0.13856,-0.28,0,4.13642e-05,-2.01655e-07,-1.17727e-08,4.13647e-05,-4.25275,0.881572,1.63312,-0.626897,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.672,-0.137076,-0.28,1.05861e-08,-1.5708,-1.60812e-16,1.11554,1.52764,0.000358218,2.03281e-05,7.90479e-14,-3.84137e-14,4.40058,0,0,0,0,0,0,-7.98212,0.131978,0.491131,-0.18739,-8.25108,-0.256878,1.19073,0.676978,0,0,0,0,-4.25713,0.879854,1.6371,-0.624635,-4.40058,-1.71252,3.96912,2.25659,0,0,0,0,-0.137036,-0.28,0,4.01018e-05,-1.84026e-07,-1.05861e-08,4.01022e-05,-4.25713,0.879854,1.6371,-0.624635,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.673,-0.135544,-0.28,1.04841e-08,-1.5708,1.72255e-16,1.11996,1.53605,0.000361347,2.01985e-05,8.26006e-14,-3.95239e-14,4.44388,0,0,0,0,0,0,-7.99041,0.131722,0.492318,-0.186715,-8.33228,-0.255227,1.18424,0.673782,0,0,0,0,-4.26155,0.878148,1.64106,-0.622385,-4.44388,-1.70151,3.94745,2.24594,0,0,0,0,-0.135504,-0.28,0,4.02863e-05,-1.84973e-07,-1.04841e-08,4.02868e-05,-4.26155,0.878148,1.64106,-0.622385,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.674,-0.134004,-0.28,1.04233e-08,-1.5708,5.72119e-18,1.12443,1.54437,0.000364777,2.0077e-05,7.99361e-14,-3.80806e-14,4.48721,0,0,0,0,0,0,-7.99878,0.131468,0.493498,-0.186044,-8.41351,-0.25352,1.17747,0.670426,0,0,0,0,-4.26602,0.876453,1.64499,-0.620145,-4.48721,-1.69013,3.92488,2.23475,0,0,0,0,-0.133964,-0.28,0,4.05058e-05,-1.86711e-07,-1.04233e-08,4.05063e-05,-4.26602,0.876453,1.64499,-0.620145,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.675,-0.132456,-0.28,1.0359e-08,-1.5708,6.12323e-17,1.12893,1.5526,0.000368184,1.99456e-05,7.90479e-14,-3.68594e-14,4.53053,0,0,0,0,0,0,-8.00724,0.131215,0.494672,-0.185375,-8.49474,-0.251756,1.17042,0.66691,0,0,0,0,-4.27053,0.87477,1.64891,-0.617918,-4.53053,-1.67837,3.90141,2.22303,0,0,0,0,-0.132415,-0.28,0,4.0724e-05,-1.88462e-07,-1.0359e-08,4.07244e-05,-4.27053,0.87477,1.64891,-0.617918,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.676,-0.130899,-0.28,1.02893e-08,-1.5708,1.16743e-16,1.13349,1.56075,0.000371559,1.98039e-05,7.54952e-14,-3.5083e-14,4.57384,0,0,0,0,0,0,-8.01577,0.130965,0.495838,-0.184711,-8.57595,-0.249937,1.16311,0.663234,0,0,0,0,-4.27508,0.873099,1.65279,-0.615702,-4.57384,-1.66625,3.87703,2.21078,0,0,0,0,-0.130859,-0.28,0,4.09399e-05,-1.90198e-07,-1.02893e-08,4.09403e-05,-4.27508,0.873099,1.65279,-0.615702,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.677,-0.129335,-0.28,1.02144e-08,-1.5708,-3.27346e-16,1.13808,1.5688,0.0003749,1.96519e-05,8.21565e-14,-3.76366e-14,4.61713,0,0,0,0,0,0,-8.02439,0.130716,0.496996,-0.18405,-8.65712,-0.248062,1.15552,0.659398,0,0,0,0,-4.27967,0.87144,1.65665,-0.613499,-4.61713,-1.65375,3.85174,2.19799,0,0,0,0,-0.129294,-0.28,0,4.11534e-05,-1.91917e-07,-1.02144e-08,4.11539e-05,-4.27967,0.87144,1.65665,-0.613499,0,0,0,0,0,-1.5708,0,nan,0,4.44089e-16,nan,4.44089e-16
0.678,-0.127762,-0.28,1.01342e-08,-1.5708,-1.05301e-16,1.14272,1.57677,0.000378206,1.94897e-05,8.39329e-14,-3.81917e-14,4.66039,0,0,0,0,0,0,-8.03309,0.130469,0.498147,-0.183393,-8.73824,-0.246132,1.14767,0.655401,0,0,0,0,-4.28431,0.869793,1.66049,-0.611309,-4.66039,-1.64088,3.82555,2.18467,0,0,0,0,-0.127721,-0.28,0,4.13646e-05,-1.93618e-07,-1.01342e-08,4.13651e-05,-4.28431,0.869793,1.66049,-0.611309,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.679,-0.126182,-0.28,1.00488e-08,-1.5708,1.72255e-16,1.1474,1.58465,0.000381477,1.93173e-05,7.59393e-14,-3.39728e-14,4.70361,0,0,0,0,0,0,-8.04187,0.130224,0.49929,-0.18274,-8.81927,-0.244147,1.13954,0.651243,0,0,0,0,-4.289,0.86816,1.6643,-0.609132,-4.70361,-1.62765,3.79846,2.17081,0,0,0,0,-0.12614,-0.28,0,4.15734e-05,-1.953e-07,-1.00488e-08,4.15739e-05,-4.289,0.86816,1.6643,-0.609132,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.68,-0.124593,-0.28,9.95806e-09,-1.5708,-4.979e-17,1.15213,1.59243,0.00038471,1.91348e-05,7.90479e-14,-3.4639e-14,4.74677,0,0,0,0,0,0,-8.05073,0.129981,0.500425,-0.182091,-8.9002,-0.242108,1.13114,0.646924,0,0,0,0,-4.29372,0.86654,1.66808,-0.60697,-4.74677,-1.61405,3.77047,2.15641,0,0,0,0,-0.124551,-0.28,0,4.17799e-05,-1.96965e-07,-9.95806e-09,4.17803e-05,-4.29372,0.86654,1.66808,-0.60697,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.681,-0.122997,-0.28,9.86216e-09,-1.5708,6.12323e-17,1.1569,1.60013,0.000387907,1.89422e-05,7.41629e-14,-3.21965e-14,4.78987,0,0,0,0,0,0,-8.05967,0.12974,0.501551,-0.181447,-8.981,-0.240015,1.12247,0.642444,0,0,0,0,-4.29849,0.864934,1.67184,-0.604822,-4.78987,-1.6001,3.74158,2.14148,0,0,0,0,-0.122955,-0.28,0,4.19839e-05,-1.9861e-07,-9.86216e-09,4.19843e-05,-4.29849,0.864934,1.67184,-0.604822,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.682,-0.121393,-0.28,9.7611e-09,-1.5708,-2.16323e-16,1.16171,1.60773,0.000391064,1.87396e-05,7.63833e-14,-3.28626e-14,4.83288,0,0,0,0,0,0,-8.06869,0.129501,0.502668,-0.180807,-9.06165,-0.237868,1.11354,0.637802,0,0,0,0,-4.3033,0.863342,1.67556,-0.60269,-4.83288,-1.58579,3.7118,2.12601,0,0,0,0,-0.121351,-0.28,0,4.21854e-05,-2.00235e-07,-9.7611e-09,4.21859e-05,-4.3033,0.863342,1.67556,-0.60269,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.683,-0.119782,-0.28,9.65493e-09,-1.5708,-4.979e-17,1.16656,1.61524,0.000394182,1.85272e-05,7.34968e-14,-3.10862e-14,4.8758,0,0,0,0,0,0,-8.07779,0.129265,0.503777,-0.180172,-9.14213,-0.235669,1.10434,0.632999,0,0,0,0,-4.30816,0.861765,1.67926,-0.600573,-4.8758,-1.57112,3.68112,2.11,0,0,0,0,-0.119739,-0.28,0,4.23845e-05,-2.0184e-07,-9.65493e-09,4.2385e-05,-4.30816,0.861765,1.67926,-0.600573,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.684,-0.118163,-0.28,9.5437e-09,-1.5708,-2.16323e-16,1.17146,1.62265,0.00039726,1.8305e-05,7.26086e-14,-3.04201e-14,4.91862,0,0,0,0,0,0,-8.08697,0.12903,0.504875,-0.179542,-9.22241,-0.233416,1.09487,0.628034,0,0,0,0,-4.31305,0.860202,1.68292,-0.598472,-4.91862,-1.55611,3.64955,2.09345,0,0,0,0,-0.11812,-0.28,0,4.25811e-05,-2.03425e-07,-9.5437e-09,4.25816e-05,-4.31305,0.860202,1.68292,-0.598472,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.685,-0.116537,-0.28,9.42748e-09,-1.5708,-1.60812e-16,1.1764,1.62997,0.000400296,1.80732e-05,7.79377e-14,-3.20854e-14,4.96131,0,0,0,0,0,0,-8.09624,0.128798,0.505965,-0.178917,-9.30246,-0.231111,1.08513,0.622909,0,0,0,0,-4.31799,0.858655,1.68655,-0.596389,-4.96131,-1.54074,3.6171,2.07636,0,0,0,0,-0.116494,-0.28,0,4.27752e-05,-2.04988e-07,-9.42748e-09,4.27757e-05,-4.31799,0.858655,1.68655,-0.596389,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.686,-0.114903,-0.28,9.30633e-09,-1.5708,6.12323e-17,1.18138,1.6372,0.000403291,1.78319e-05,6.9722e-14,-2.80886e-14,5.00387,0,0,0,0,0,0,-8.10558,0.128568,0.507044,-0.178297,-9.38226,-0.228754,1.07513,0.617622,0,0,0,0,-4.32298,0.857123,1.69015,-0.594322,-5.00387,-1.52503,3.58377,2.05874,0,0,0,0,-0.11486,-0.28,0,4.29668e-05,-2.06531e-07,-9.30633e-09,4.29673e-05,-4.32298,0.857123,1.69015,-0.594322,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.687,-0.113262,-0.28,9.18035e-09,-1.5708,6.12323e-17,1.18641,1.64432,0.000406242,1.75814e-05,7.63833e-14,-3.05311e-14,5.04629,0,0,0,0,0,0,-8.115,0.128341,0.508114,-0.177682,-9.46179,-0.226346,1.06486,0.612173,0,0,0,0,-4.328,0.855607,1.69371,-0.592274,-5.04629,-1.50897,3.54955,2.04058,0,0,0,0,-0.113219,-0.28,0,4.31558e-05,-2.08051e-07,-9.18035e-09,4.31563e-05,-4.328,0.855607,1.69371,-0.592274,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.688,-0.111615,-0.28,9.04961e-09,-1.5708,2.27766e-16,1.19148,1.65135,0.000409149,1.73217e-05,7.28306e-14,-2.85327e-14,5.08854,0,0,0,0,0,0,-8.1245,0.128116,0.509172,-0.177073,-9.54101,-0.223887,1.05434,0.606564,0,0,0,0,-4.33307,0.854107,1.69724,-0.590244,-5.08854,-1.49258,3.51446,2.02188,0,0,0,0,-0.111571,-0.28,0,4.33422e-05,-2.09549e-07,-9.04961e-09,4.33427e-05,-4.33307,0.854107,1.69724,-0.590244,0,0,0,0,0,-1.5708,0,nan,0,-4.44089e-16,nan,4.44089e-16
0.689,-0.10996,-0.28,8.91422e-09,-1.5708,6.12323e-17,1.19659,1.65829,0.000412012,1.70531e-05,7.28306e-14,-2.80886e-14,5.13061,0,0,0,0,0,0,-8.13409,0.127894,0.510221,-0.17647,-9.61989,-0.221377,1.04355,0.600794,0,0,0,0,-4.33818,0.852624,1.70074,-0.588233,-5.13061,-1.47585,3.4785,2.00265,0,0,0,0,-0.109916,-0.28,0,4.35261e-05,-2.11024e-07,-8.91422e-09,4.35266e-05,-4.33818,0.852624,1.70074,-0.588233,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.69,-0.108298,-0.28,8.77428e-09,-1.5708,6.12323e-17,1.20174,1.66512,0.00041483,1.67758e-05,7.03881e-14,-2.69784e-14,5.17249,0,0,0,0,0,0,-8.14375,0.127674,0.511258,-0.175872,-9.69842,-0.218818,1.0325,0.594864,0,0,0,0,-4.34333,0.851158,1.70419,-0.586242,-5.17249,-1.45878,3.44167,1.98288,0,0,0,0,-0.108255,-0.28,0,4.37073e-05,-2.12476e-07,-8.77428e-09,4.37079e-05,-4.34333,0.851158,1.70419,-0.586242,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.691,-0.10663,-0.28,8.6299e-09,-1.5708,6.12323e-17,1.20693,1.67186,0.000417602,1.64901e-05,7.30527e-14,-2.73115e-14,5.21416,0,0,0,0,0,0,-8.15348,0.127456,0.512284,-0.175281,-9.77656,-0.216209,1.02119,0.588774,0,0,0,0,-4.34852,0.849709,1.70761,-0.58427,-5.21416,-1.44139,3.40397,1.96258,0,0,0,0,-0.106586,-0.28,0,4.38859e-05,-2.13905e-07,-8.6299e-09,4.38865e-05,-4.34852,0.849709,1.70761,-0.58427,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.692,-0.104955,-0.28,8.48121e-09,-1.5708,6.12323e-17,1.21217,1.67849,0.000420327,1.61961e-05,6.92779e-14,-2.54241e-14,5.25561,0,0,0,0,0,0,-8.1633,0.127242,0.513299,-0.174696,-9.85428,-0.213551,1.00963,0.582524,0,0,0,0,-4.35376,0.848277,1.711,-0.582319,-5.25561,-1.42367,3.36542,1.94175,0,0,0,0,-0.104911,-0.28,0,4.40619e-05,-2.1531e-07,-8.48121e-09,4.40624e-05,-4.35376,0.848277,1.711,-0.582319,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.693,-0.103273,-0.28,8.32833e-09,-1.5708,-1.60812e-16,1.21744,1.68502,0.000423005,1.58942e-05,6.57252e-14,-2.37588e-14,5.29683,0,0,0,0,0,0,-8.17319,0.12703,0.514302,-0.174117,-9.93155,-0.210845,0.997806,0.576115,0,0,0,0,-4.35904,0.846864,1.71434,-0.580389,-5.29683,-1.40564,3.32602,1.92038,0,0,0,0,-0.103229,-0.28,0,4.42352e-05,-2.16691e-07,-8.32833e-09,4.42357e-05,-4.35904,0.846864,1.71434,-0.580389,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.694,-0.101585,-0.28,8.1714e-09,-1.5708,6.12323e-17,1.22276,1.69146,0.000425635,1.55847e-05,6.99441e-14,-2.498e-14,5.33778,0,0,0,0,0,0,-8.18316,0.12682,0.515293,-0.173544,-10.0083,-0.208092,0.985731,0.569548,0,0,0,0,-4.36435,0.845468,1.71764,-0.578481,-5.33778,-1.38728,3.28577,1.89849,0,0,0,0,-0.101541,-0.28,0,4.44058e-05,-2.18047e-07,-8.1714e-09,4.44064e-05,-4.36435,0.845468,1.71764,-0.578481,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.695,-0.0998904,-0.28,8.01058e-09,-1.5708,5.72119e-18,1.22812,1.69779,0.000428217,1.52677e-05,6.77236e-14,-2.37588e-14,5.37847,0,0,0,0,0,0,-8.19321,0.126614,0.516272,-0.172979,-10.0846,-0.205291,0.973404,0.562822,0,0,0,0,-4.36971,0.844091,1.72091,-0.576595,-5.37847,-1.36861,3.24468,1.87607,0,0,0,0,-0.0998458,-0.28,0,4.45737e-05,-2.19379e-07,-8.01058e-09,4.45743e-05,-4.36971,0.844091,1.72091,-0.576595,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.696,-0.0981895,-0.28,7.84601e-09,-1.5708,6.12323e-17,1.23352,1.70402,0.00043075,1.49438e-05,6.86118e-14,-2.36478e-14,5.41886,0,0,0,0,0,0,-8.20333,0.12641,0.517238,-0.17242,-10.1604,-0.202443,0.960827,0.55594,0,0,0,0,-4.37511,0.842733,1.72413,-0.574732,-5.41886,-1.34962,3.20276,1.85313,0,0,0,0,-0.0981448,-0.28,0,4.47389e-05,-2.20686e-07,-7.84601e-09,4.47395e-05,-4.37511,0.842733,1.72413,-0.574732,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.697,-0.0964825,-0.28,7.67787e-09,-1.5708,1.72255e-16,1.23896,1.71014,0.000433234,1.4613e-05,6.81677e-14,-2.28706e-14,5.45896,0,0,0,0,0,0,-8.21353,0.126209,0.518192,-0.171868,-10.2355,-0.19955,0.948001,0.5489,0,0,0,0,-4.38055,0.841394,1.72731,-0.572892,-5.45896,-1.33033,3.16,1.82967,0,0,0,0,-0.0964376,-0.28,0,4.49014e-05,-2.21967e-07,-7.67787e-09,4.49019e-05,-4.38055,0.841394,1.72731,-0.572892,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.698,-0.0947694,-0.28,7.50633e-09,-1.5708,-1.60812e-16,1.24444,1.71617,0.000435668,1.4276e-05,6.63913e-14,-2.19824e-14,5.49873,0,0,0,0,0,0,-8.22381,0.126011,0.519133,-0.171323,-10.3101,-0.196612,0.934929,0.541705,0,0,0,0,-4.38603,0.840075,1.73044,-0.571076,-5.49873,-1.31074,3.11643,1.80568,0,0,0,0,-0.0947243,-0.28,0,4.50611e-05,-2.23223e-07,-7.50633e-09,4.50616e-05,-4.38603,0.840075,1.73044,-0.571076,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.699,-0.0930503,-0.28,7.33157e-09,-1.5708,6.12323e-17,1.24996,1.72208,0.000438052,1.39329e-05,6.41709e-14,-2.07612e-14,5.53816,0,0,0,0,0,0,-8.23415,0.125816,0.52006,-0.170785,-10.3841,-0.193628,0.921612,0.534356,0,0,0,0,-4.39155,0.838775,1.73353,-0.569283,-5.53816,-1.29086,3.07204,1.78119,0,0,0,0,-0.0930051,-0.28,0,4.5218e-05,-2.24454e-07,-7.33157e-09,4.52185e-05,-4.39155,0.838775,1.73353,-0.569283,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.7,-0.0913254,-0.28,7.15377e-09,-1.5708,-4.979e-17,1.25551,1.7279,0.000440385,1.35842e-05,6.50591e-14,-2.07612e-14,5.57724,0,0,0,0,0,0,-8.24457,0.125624,0.520974,-0.170255,-10.4573,-0.190601,0.908054,0.526852,0,0,0,0,-4.39711,0.837495,1.73658,-0.567516,-5.57724,-1.27067,3.02685,1.75617,0,0,0,0,-0.09128,-0.28,0,4.53721e-05,-2.25658e-07,-7.15377e-09,4.53727e-05,-4.39711,0.837495,1.73658,-0.567516,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.701,-0.0895947,-0.28,6.97314e-09,-1.5708,-4.979e-17,1.26111,1.7336,0.000442667,1.32303e-05,6.26166e-14,-1.96509e-14,5.61594,0,0,0,0,0,0,-8.25507,0.125435,0.521875,-0.169732,-10.5299,-0.18753,0.894255,0.519195,0,0,0,0,-4.4027,0.836236,1.73958,-0.565774,-5.61594,-1.2502,2.98085,1.73065,0,0,0,0,-0.0895491,-0.28,0,4.55234e-05,-2.26837e-07,-6.97314e-09,4.5524e-05,-4.4027,0.836236,1.73958,-0.565774,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
