t,ee_x,ee_y,ee_z,ee_roll,ee_pitch,ee_yaw,ee_vx,ee_vy,ee_vz,ee_wx,ee_wy,ee_wz,ee_ax,ee_ay,ee_az,ee_awx,ee_awy,ee_awz,q_act_1,q_act_2,q_act_3,q_act_4,dq_act_1,dq_act_2,dq_act_3,dq_act_4,ddq_act_1,ddq_act_2,ddq_act_3,ddq_act_4,q_1,q_2,q_3,q_4,dq_1,dq_2,dq_3,dq_4,ddq_1,ddq_2,ddq_3,ddq_4,des_x,des_y,des_z,err_x,err_y,err_z,following_error,des_q_1,des_q_2,des_q_3,des_q_4,err_q_1,err_q_2,err_q_3,err_q_4,following_error_q,des_roll,des_pitch,des_yaw,err_roll,err_pitch,err_yaw,following_error_ori
0.702,-0.0878583,-0.28,6.78989e-09,-1.5708,1.72255e-16,1.26675,1.73921,0.000444899,1.28716e-05,5.83977e-14,-1.79856e-14,5.65425,0,0,0,0,0,0,-8.26563,0.12525,0.522761,-0.169217,-10.6017,-0.184417,0.88022,0.511387,0,0,0,0,-4.40834,0.834997,1.74254,-0.564058,-5.65425,-1.22944,2.93407,1.70462,0,0,0,0,-0.0878126,-0.28,0,4.56719e-05,-2.27989e-07,-6.78989e-09,4.56725e-05,-4.40834,0.834997,1.74254,-0.564058,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.703,-0.0861164,-0.28,6.60422e-09,-1.5708,-2.16323e-16,1.27242,1.7447,0.000447079,1.25084e-05,6.21725e-14,-1.85407e-14,5.69215,0,0,0,0,0,0,-8.27627,0.125067,0.523634,-0.16871,-10.6728,-0.181261,0.86595,0.503428,0,0,0,0,-4.41401,0.833779,1.74545,-0.562368,-5.69215,-1.20841,2.8865,1.67809,0,0,0,0,-0.0860706,-0.28,0,4.58176e-05,-2.29116e-07,-6.60422e-09,4.58181e-05,-4.41401,0.833779,1.74545,-0.562368,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.704,-0.084369,-0.28,6.41637e-09,-1.5708,-4.93879e-16,1.27813,1.75009,0.000449208,1.21414e-05,5.86198e-14,-1.71529e-14,5.72963,0,0,0,0,0,0,-8.28698,0.124887,0.524492,-0.168211,-10.7431,-0.178064,0.851448,0.495319,0,0,0,0,-4.41972,0.832583,1.74831,-0.560704,-5.72963,-1.1871,2.83816,1.65106,0,0,0,0,-0.0843231,-0.28,0,4.59604e-05,-2.30215e-07,-6.41637e-09,4.5961e-05,-4.41972,0.832583,1.74831,-0.560704,0,0,0,0,0,-1.5708,0,nan,0,4.44089e-16,nan,4.44089e-16
0.705,-0.0826163,-0.28,6.22655e-09,-1.5708,-1.05301e-16,1.28388,1.75537,0.000451285,1.17709e-05,5.52891e-14,-1.58207e-14,5.76666,0,0,0,0,0,0,-8.29776,0.124711,0.525335,-0.167721,-10.8125,-0.174827,0.836717,0.487063,0,0,0,0,-4.42547,0.831407,1.75112,-0.559069,-5.76666,-1.16551,2.78906,1.62354,0,0,0,0,-0.0825702,-0.28,0,4.61003e-05,-2.31289e-07,-6.22655e-09,4.61009e-05,-4.42547,0.831407,1.75112,-0.559069,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.706,-0.0808584,-0.28,6.03501e-09,-1.5708,-1.05301e-16,1.28966,1.76054,0.00045331,1.13973e-05,5.39568e-14,-1.49325e-14,5.80322,0,0,0,0,0,0,-8.30861,0.124538,0.526164,-0.167238,-10.881,-0.171549,0.821759,0.47866,0,0,0,0,-4.43126,0.830254,1.75388,-0.55746,-5.80322,-1.14366,2.7392,1.59553,0,0,0,0,-0.0808122,-0.28,0,4.62374e-05,-2.32335e-07,-6.03501e-09,4.6238e-05,-4.43126,0.830254,1.75388,-0.55746,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.707,-0.0790953,-0.28,5.842e-09,-1.5708,-4.979e-17,1.29549,1.7656,0.000455283,1.10213e-05,5.37348e-14,-1.46549e-14,5.83931,0,0,0,0,0,0,-8.31952,0.124368,0.526977,-0.166764,-10.9487,-0.168233,0.806578,0.470113,0,0,0,0,-4.43708,0.829122,1.75659,-0.55588,-5.83931,-1.12155,2.68859,1.56704,0,0,0,0,-0.079049,-0.28,0,4.63715e-05,-2.33356e-07,-5.842e-09,4.63721e-05,-4.43708,0.829122,1.75659,-0.55588,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.708,-0.0773273,-0.28,5.64775e-09,-1.5708,-2.16323e-16,1.30134,1.77056,0.000457205,1.06432e-05,5.70655e-14,-1.52101e-14,5.87489,0,0,0,0,0,0,-8.33051,0.124202,0.527775,-0.166299,-11.0154,-0.164877,0.791176,0.461421,0,0,0,0,-4.44294,0.828013,1.75925,-0.554329,-5.87489,-1.09918,2.63725,1.53807,0,0,0,0,-0.0772808,-0.28,0,4.65028e-05,-2.34349e-07,-5.64775e-09,4.65034e-05,-4.44294,0.828013,1.75925,-0.554329,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.709,-0.0755543,-0.28,5.45253e-09,-1.5708,-4.979e-17,1.30724,1.7754,0.000459075,1.02636e-05,5.41789e-14,-1.39888e-14,5.90996,0,0,0,0,0,0,-8.34155,0.124039,0.528558,-0.165842,-11.0812,-0.161484,0.775557,0.452588,0,0,0,0,-4.44883,0.826926,1.76186,-0.552807,-5.90996,-1.07656,2.58519,1.50863,0,0,0,0,-0.0755077,-0.28,0,4.66311e-05,-2.35316e-07,-5.45253e-09,4.66317e-05,-4.44883,0.826926,1.76186,-0.552807,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.71,-0.0737766,-0.28,5.2566e-09,-1.5708,-1.05301e-16,1.31316,1.78013,0.000460893,9.88294e-06,5.37348e-14,-1.36002e-14,5.94449,0,0,0,0,0,0,-8.35267,0.123879,0.529325,-0.165395,-11.1459,-0.158055,0.759724,0.443615,0,0,0,0,-4.45476,0.825862,1.76442,-0.551315,-5.94449,-1.0537,2.53241,1.47872,0,0,0,0,-0.0737298,-0.28,0,4.67565e-05,-2.36257e-07,-5.2566e-09,4.67571e-05,-4.45476,0.825862,1.76442,-0.551315,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.711,-0.0719942,-0.28,5.06023e-09,-1.5708,-1.05301e-16,1.31913,1.78475,0.000462659,9.50185e-06,4.9738e-14,-1.23235e-14,5.97846,0,0,0,0,0,0,-8.36385,0.123723,0.530076,-0.164956,-11.2096,-0.154588,0.743681,0.434504,0,0,0,0,-4.46072,0.824821,1.76692,-0.549853,-5.97846,-1.03059,2.47894,1.44835,0,0,0,0,-0.0719473,-0.28,0,4.6879e-05,-2.37171e-07,-5.06023e-09,4.68796e-05,-4.46072,0.824821,1.76692,-0.549853,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.712,-0.0702072,-0.28,4.86369e-09,-1.5708,-4.979e-17,1.32512,1.78927,0.000464374,9.12083e-06,4.95159e-14,-1.18794e-14,6.01186,0,0,0,0,0,0,-8.37509,0.12357,0.53081,-0.164526,-11.2722,-0.151087,0.727431,0.425257,0,0,0,0,-4.46671,0.823803,1.76937,-0.548421,-6.01186,-1.00725,2.42477,1.41752,0,0,0,0,-0.0701602,-0.28,0,4.69984e-05,-2.38058e-07,-4.86369e-09,4.6999e-05,-4.46671,0.823803,1.76937,-0.548421,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.713,-0.0684157,-0.28,4.66726e-09,-1.5708,1.72255e-16,1.33115,1.79367,0.000466037,8.74042e-06,4.86278e-14,-1.12688e-14,6.04467,0,0,0,0,0,0,-8.38639,0.123421,0.531529,-0.164106,-11.3337,-0.147551,0.710977,0.415875,0,0,0,0,-4.47274,0.822809,1.77176,-0.547021,-6.04467,-0.983672,2.36992,1.38625,0,0,0,0,-0.0683686,-0.28,0,4.7115e-05,-2.38919e-07,-4.66726e-09,4.71156e-05,-4.47274,0.822809,1.77176,-0.547021,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.714,-0.0666199,-0.28,4.47121e-09,-1.5708,-1.60812e-16,1.33721,1.79795,0.000467649,8.36117e-06,5.35127e-14,-1.21014e-14,6.07686,0,0,0,0,0,0,-8.39776,0.123276,0.532231,-0.163696,-11.3941,-0.143981,0.694324,0.406362,0,0,0,0,-4.4788,0.821838,1.7741,-0.545652,-6.07686,-0.959873,2.31441,1.35454,0,0,0,0,-0.0665727,-0.28,0,4.72285e-05,-2.39754e-07,-4.47121e-09,4.72291e-05,-4.4788,0.821838,1.7741,-0.545652,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.715,-0.0648199,-0.28,4.27585e-09,-1.5708,6.12323e-17,1.3433,1.80213,0.00046921,7.98366e-06,4.39648e-14,-9.60343e-15,6.10843,0,0,0,0,0,0,-8.40918,0.123134,0.532916,-0.163294,-11.4533,-0.140378,0.677474,0.396719,0,0,0,0,-4.4849,0.820891,1.77639,-0.544315,-6.10843,-0.935853,2.25825,1.3224,0,0,0,0,-0.0647725,-0.28,0,4.7339e-05,-2.40562e-07,-4.27585e-09,4.73396e-05,-4.4849,0.820891,1.77639,-0.544315,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.716,-0.0630157,-0.28,4.08144e-09,-1.5708,6.12323e-17,1.34943,1.80619,0.000470721,7.60844e-06,4.64073e-14,-9.76996e-15,6.13935,0,0,0,0,0,0,-8.42066,0.122995,0.533584,-0.162903,-11.5113,-0.136743,0.660433,0.386948,0,0,0,0,-4.49102,0.819969,1.77861,-0.54301,-6.13935,-0.911618,2.20144,1.28983,0,0,0,0,-0.0629683,-0.28,0,4.74465e-05,-2.41345e-07,-4.08144e-09,4.74472e-05,-4.49102,0.819969,1.77861,-0.54301,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.717,-0.0612076,-0.28,3.8883e-09,-1.5708,5.72119e-18,1.35558,1.81014,0.000472181,7.23608e-06,4.4853e-14,-9.21485e-15,6.16961,0,0,0,0,0,0,-8.4322,0.122861,0.534235,-0.162522,-11.568,-0.133076,0.643204,0.377052,0,0,0,0,-4.49718,0.81907,1.78078,-0.541738,-6.16961,-0.887174,2.14401,1.25684,0,0,0,0,-0.06116,-0.28,0,4.75511e-05,-2.42101e-07,-3.8883e-09,4.75517e-05,-4.49718,0.81907,1.78078,-0.541738,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.718,-0.0593955,-0.28,3.6967e-09,-1.5708,6.12323e-17,1.36177,1.81398,0.000473591,6.86717e-06,4.39648e-14,-8.71525e-15,6.19919,0,0,0,0,0,0,-8.4438,0.122729,0.534869,-0.16215,-11.6235,-0.129379,0.625791,0.367033,0,0,0,0,-4.50336,0.818197,1.7829,-0.5405,-6.19919,-0.862526,2.08597,1.22344,0,0,0,0,-0.0593479,-0.28,0,4.76525e-05,-2.42832e-07,-3.6967e-09,4.76532e-05,-4.50336,0.818197,1.7829,-0.5405,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.719,-0.0575797,-0.28,3.50694e-09,-1.5708,1.72255e-16,1.36798,1.8177,0.000474951,6.50226e-06,4.17444e-14,-7.99361e-15,6.22806,0,0,0,0,0,0,-8.45545,0.122602,0.535485,-0.161788,-11.6776,-0.125652,0.608198,0.356894,0,0,0,0,-4.50957,0.817348,1.78495,-0.539295,-6.22806,-0.837681,2.02733,1.18965,0,0,0,0,-0.0575319,-0.28,0,4.7751e-05,-2.43537e-07,-3.50694e-09,4.77516e-05,-4.50957,0.817348,1.78495,-0.539295,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.72,-0.0557602,-0.28,3.31932e-09,-1.5708,-1.05301e-16,1.37422,1.82131,0.000476262,6.14195e-06,3.9968e-14,-7.32747e-15,6.25622,0,0,0,0,0,0,-8.46716,0.122479,0.536084,-0.161437,-11.7304,-0.121896,0.590431,0.346638,0,0,0,0,-4.51582,0.816524,1.78695,-0.538124,-6.25622,-0.812643,1.9681,1.15546,0,0,0,0,-0.0557123,-0.28,0,4.78464e-05,-2.44217e-07,-3.31932e-09,4.7847e-05,-4.51582,0.816524,1.78695,-0.538124,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.721,-0.0539371,-0.28,3.13414e-09,-1.5708,-4.979e-17,1.38049,1.8248,0.000477523,5.78681e-06,4.04121e-14,-7.07767e-15,6.28365,0,0,0,0,0,0,-8.47891,0.122359,0.536664,-0.161096,-11.7818,-0.118113,0.572492,0.336267,0,0,0,0,-4.52209,0.815725,1.78888,-0.536987,-6.28365,-0.787418,1.90831,1.12089,0,0,0,0,-0.0538892,-0.28,0,4.79387e-05,-2.44871e-07,-3.13414e-09,4.79394e-05,-4.52209,0.815725,1.78888,-0.536987,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.722,-0.0521106,-0.28,2.95169e-09,-1.5708,6.12323e-17,1.38679,1.82818,0.000478737,5.4374e-06,3.93019e-14,-6.68909e-15,6.31032,0,0,0,0,0,0,-8.49072,0.122243,0.537227,-0.160765,-11.8319,-0.114302,0.554388,0.325784,0,0,0,0,-4.52838,0.814951,1.79076,-0.535885,-6.31032,-0.762013,1.84796,1.08595,0,0,0,0,-0.0520626,-0.28,0,4.8028e-05,-2.45501e-07,-2.95169e-09,4.80286e-05,-4.52838,0.814951,1.79076,-0.535885,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.723,-0.0502808,-0.28,2.77226e-09,-1.5708,6.12323e-17,1.39312,1.83144,0.000479902,5.09431e-06,3.64153e-14,-5.88418e-15,6.33623,0,0,0,0,0,0,-8.50258,0.12213,0.537772,-0.160445,-11.8804,-0.110465,0.536122,0.315192,0,0,0,0,-4.53471,0.814203,1.79257,-0.534818,-6.33623,-0.736432,1.78707,1.05064,0,0,0,0,-0.0502327,-0.28,0,4.81142e-05,-2.46105e-07,-2.77226e-09,4.81149e-05,-4.53471,0.814203,1.79257,-0.534818,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.724,-0.0484478,-0.28,2.59615e-09,-1.5708,-1.05301e-16,1.39946,1.83459,0.000481019,4.7581e-06,3.73035e-14,-5.80092e-15,6.36135,0,0,0,0,0,0,-8.51448,0.122022,0.538298,-0.160136,-11.9275,-0.106602,0.517699,0.304495,0,0,0,0,-4.54106,0.81348,1.79433,-0.533787,-6.36135,-0.710683,1.72566,1.01498,0,0,0,0,-0.0483996,-0.28,0,4.81974e-05,-2.46685e-07,-2.59615e-09,4.8198e-05,-4.54106,0.81348,1.79433,-0.533787,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.725,-0.0466117,-0.28,2.42365e-09,-1.5708,-1.05301e-16,1.40584,1.83762,0.000482089,4.42933e-06,3.41949e-14,-4.996e-15,6.38567,0,0,0,0,0,0,-8.52643,0.121918,0.538805,-0.159837,-11.9731,-0.102715,0.499125,0.293694,0,0,0,0,-4.54743,0.812784,1.79602,-0.532791,-6.38567,-0.68477,1.66375,0.97898,0,0,0,0,-0.0465634,-0.28,0,4.82774e-05,-2.47241e-07,-2.42365e-09,4.8278e-05,-4.54743,0.812784,1.79602,-0.532791,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.726,-0.0447726,-0.28,2.25504e-09,-1.5708,-4.979e-17,1.41224,1.84053,0.000483112,4.10856e-06,3.55271e-14,-4.96825e-15,6.40918,0,0,0,0,0,0,-8.53843,0.121817,0.539294,-0.15955,-12.0172,-0.0988049,0.480404,0.282794,0,0,0,0,-4.55383,0.812113,1.79765,-0.531832,-6.40918,-0.658699,1.60135,0.942646,0,0,0,0,-0.0447243,-0.28,0,4.83544e-05,-2.47773e-07,-2.25504e-09,4.8355e-05,-4.55383,0.812113,1.79765,-0.531832,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.727,-0.0429307,-0.28,2.09061e-09,-1.5708,-4.979e-17,1.41866,1.84333,0.000484089,3.79632e-06,3.19744e-14,-4.21885e-15,6.43185,0,0,0,0,0,0,-8.55047,0.12172,0.539765,-0.159273,-12.0597,-0.0948716,0.46154,0.271797,0,0,0,0,-4.56025,0.811468,1.79922,-0.530909,-6.43185,-0.632478,1.53847,0.90599,0,0,0,0,-0.0428823,-0.28,0,4.84282e-05,-2.4828e-07,-2.09061e-09,4.84289e-05,-4.56025,0.811468,1.79922,-0.530909,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.728,-0.041086,-0.28,1.93063e-09,-1.5708,5.72119e-18,1.4251,1.84601,0.000485021,3.49317e-06,3.07532e-14,-3.80251e-15,6.45368,0,0,0,0,0,0,-8.56255,0.121628,0.540216,-0.159007,-12.1007,-0.0909166,0.442541,0.260707,0,0,0,0,-4.56669,0.81085,1.80072,-0.530023,-6.45368,-0.606111,1.47514,0.869024,0,0,0,0,-0.0410375,-0.28,0,4.8499e-05,-2.48765e-07,-1.93063e-09,4.84996e-05,-4.56669,0.81085,1.80072,-0.530023,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.729,-0.0392387,-0.28,1.77539e-09,-1.5708,-4.979e-17,1.43156,1.84857,0.000485906,3.19961e-06,2.85327e-14,-3.30291e-15,6.47465,0,0,0,0,0,0,-8.57467,0.121539,0.540648,-0.158752,-12.14,-0.0869407,0.423409,0.249528,0,0,0,0,-4.57316,0.810259,1.80216,-0.529174,-6.47465,-0.579605,1.41136,0.83176,0,0,0,0,-0.0391902,-0.28,0,4.85666e-05,-2.49225e-07,-1.77539e-09,4.85672e-05,-4.57316,0.810259,1.80216,-0.529174,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.73,-0.0373889,-0.28,1.62514e-09,-1.5708,6.12323e-17,1.43805,1.85102,0.000486747,2.91618e-06,2.85327e-14,-3.1225e-15,6.49474,0,0,0,0,0,0,-8.58683,0.121454,0.541061,-0.158509,-12.1776,-0.0829448,0.404152,0.238262,0,0,0,0,-4.57964,0.809693,1.80354,-0.528363,-6.49474,-0.552965,1.34717,0.794208,0,0,0,0,-0.0373403,-0.28,0,4.86311e-05,-2.49663e-07,-1.62514e-09,4.86318e-05,-4.57964,0.809693,1.80354,-0.528363,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.731,-0.0355368,-0.28,1.48015e-09,-1.5708,6.12323e-17,1.44455,1.85335,0.000487544,2.64335e-06,2.73115e-14,-2.76168e-15,6.51395,0,0,0,0,0,0,-8.59903,0.121373,0.541455,-0.158277,-12.2137,-0.0789298,0.384774,0.226914,0,0,0,0,-4.58615,0.809155,1.80485,-0.527589,-6.51395,-0.526199,1.28258,0.75638,0,0,0,0,-0.0354881,-0.28,0,4.86925e-05,-2.50078e-07,-1.48015e-09,4.86932e-05,-4.58615,0.809155,1.80485,-0.527589,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.732,-0.0336823,-0.28,1.34067e-09,-1.5708,-4.979e-17,1.45108,1.85556,0.000488297,2.38163e-06,2.5091e-14,-2.27596e-15,6.53226,0,0,0,0,0,0,-8.61126,0.121296,0.541829,-0.158056,-12.248,-0.0748967,0.36528,0.215487,0,0,0,0,-4.59267,0.808643,1.8061,-0.526853,-6.53226,-0.499312,1.2176,0.718289,0,0,0,0,-0.0336335,-0.28,0,4.87508e-05,-2.5047e-07,-1.34067e-09,4.87514e-05,-4.59267,0.808643,1.8061,-0.526853,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.733,-0.0318257,-0.28,1.20695e-09,-1.5708,-1.05301e-16,1.45762,1.85765,0.000489006,2.13147e-06,2.44249e-14,-2.01228e-15,6.54965,0,0,0,0,0,0,-8.62352,0.121224,0.542184,-0.157847,-12.2806,-0.0708465,0.345677,0.203984,0,0,0,0,-4.59921,0.808158,1.80728,-0.526156,-6.54965,-0.47231,1.15226,0.679948,0,0,0,0,-0.0317769,-0.28,0,4.88059e-05,-2.5084e-07,-1.20695e-09,4.88066e-05,-4.59921,0.808158,1.80728,-0.526156,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.734,-0.029967,-0.28,1.07923e-09,-1.5708,-1.05301e-16,1.46418,1.85962,0.000489673,1.89333e-06,2.33147e-14,-1.77636e-15,6.56612,0,0,0,0,0,0,-8.63582,0.121155,0.542519,-0.157649,-12.3115,-0.0667799,0.32597,0.19241,0,0,0,0,-4.60577,0.807701,1.8084,-0.525497,-6.56612,-0.4452,1.08657,0.641368,0,0,0,0,-0.0299182,-0.28,0,4.88579e-05,-2.51187e-07,-1.07923e-09,4.88586e-05,-4.60577,0.807701,1.8084,-0.525497,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.735,-0.0281065,-0.28,9.57734e-10,-1.5708,-1.05301e-16,1.47075,1.86148,0.000490297,1.66764e-06,2.24265e-14,-1.4988e-15,6.58165,0,0,0,0,0,0,-8.64814,0.121091,0.542834,-0.157463,-12.3406,-0.0626981,0.306165,0.180769,0,0,0,0,-4.61234,0.80727,1.80945,-0.524876,-6.58165,-0.417987,1.02055,0.602562,0,0,0,0,-0.0280576,-0.28,0,4.89068e-05,-2.51513e-07,-9.57734e-10,4.89074e-05,-4.61234,0.80727,1.80945,-0.524876,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.736,-0.0262441,-0.28,8.42681e-10,-1.5708,1.16743e-16,1.47734,1.86322,0.000490879,1.45481e-06,1.92069e-14,-1.05471e-15,6.59624,0,0,0,0,0,0,-8.6605,0.12103,0.543129,-0.157288,-12.3679,-0.0586018,0.286267,0.169063,0,0,0,0,-4.61893,0.806867,1.81043,-0.524295,-6.59624,-0.390679,0.954223,0.563545,0,0,0,0,-0.0261952,-0.28,0,4.89525e-05,-2.51817e-07,-8.42681e-10,4.89531e-05,-4.61893,0.806867,1.81043,-0.524295,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.737,-0.0243801,-0.28,7.34281e-10,-1.5708,2.83277e-16,1.48394,1.86483,0.00049142,1.25523e-06,2.0095e-14,-9.99201e-16,6.60986,0,0,0,0,0,0,-8.67288,0.120974,0.543405,-0.157126,-12.3935,-0.0544921,0.266282,0.157298,0,0,0,0,-4.62554,0.806491,1.81135,-0.523752,-6.60986,-0.36328,0.887608,0.524327,0,0,0,0,-0.0243311,-0.28,0,4.8995e-05,-2.521e-07,-7.34281e-10,4.89957e-05,-4.62554,0.806491,1.81135,-0.523752,0,0,0,0,0,-1.5708,0,nan,0,-4.44089e-16,nan,4.44089e-16
0.738,-0.0225145,-0.28,6.32729e-10,-1.5708,5.72119e-18,1.49056,1.86633,0.000491919,1.06927e-06,1.73195e-14,-6.245e-16,6.62252,0,0,0,0,0,0,-8.68529,0.120921,0.54366,-0.156975,-12.4172,-0.0503699,0.246217,0.145477,0,0,0,0,-4.63215,0.806143,1.8122,-0.523249,-6.62252,-0.335799,0.820723,0.484924,0,0,0,0,-0.0224655,-0.28,0,4.90345e-05,-2.52362e-07,-6.32729e-10,4.90351e-05,-4.63215,0.806143,1.8122,-0.523249,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.739,-0.0206475,-0.28,5.38212e-10,-1.5708,-4.979e-17,1.49719,1.86771,0.000492377,8.9727e-07,1.59317e-14,-4.09395e-16,6.63421,0,0,0,0,0,0,-8.69771,0.120873,0.543896,-0.156836,-12.4391,-0.0462361,0.226077,0.133605,0,0,0,0,-4.63878,0.805822,1.81299,-0.522786,-6.63421,-0.308241,0.75359,0.445349,0,0,0,0,-0.0205984,-0.28,0,4.90707e-05,-2.52602e-07,-5.38212e-10,4.90714e-05,-4.63878,0.805822,1.81299,-0.522786,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.74,-0.0187791,-0.28,4.50904e-10,-1.5708,2.27766e-16,1.50383,1.86897,0.000492795,7.39556e-07,1.48215e-14,-2.25514e-16,6.64491,0,0,0,0,0,0,-8.71016,0.120829,0.544111,-0.156709,-12.4592,-0.0420917,0.205868,0.121685,0,0,0,0,-4.64542,0.805528,1.8137,-0.522362,-6.64491,-0.280611,0.686227,0.405615,0,0,0,0,-0.01873,-0.28,0,4.91038e-05,-2.52822e-07,-4.50904e-10,4.91045e-05,-4.64542,0.805528,1.8137,-0.522362,0,0,0,0,0,-1.5708,0,nan,0,-4.44089e-16,nan,4.44089e-16
0.741,-0.0169096,-0.28,3.70965e-10,-1.5708,-4.979e-17,1.51048,1.87012,0.000493173,5.96421e-07,1.32672e-14,-2.42861e-17,6.65461,0,0,0,0,0,0,-8.72263,0.120789,0.544306,-0.156593,-12.4774,-0.0379377,0.185596,0.109721,0,0,0,0,-4.65207,0.805263,1.81435,-0.521978,-6.65461,-0.252918,0.618655,0.365737,0,0,0,0,-0.0168604,-0.28,0,4.91338e-05,-2.53021e-07,-3.70965e-10,4.91344e-05,-4.65207,0.805263,1.81435,-0.521978,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.742,-0.0150389,-0.28,2.98543e-10,-1.5708,-3.82857e-16,1.51714,1.87114,0.000493512,4.68136e-07,1.18239e-14,1.45717e-16,6.66332,0,0,0,0,0,0,-8.73512,0.120754,0.54448,-0.15649,-12.4937,-0.033775,0.165268,0.0977182,0,0,0,0,-4.65873,0.805025,1.81493,-0.521633,-6.66332,-0.225167,0.550894,0.325727,0,0,0,0,-0.0149898,-0.28,0,4.91606e-05,-2.53199e-07,-2.98543e-10,4.91612e-05,-4.65873,0.805025,1.81493,-0.521633,0,0,0,0,0,-1.5708,0,nan,0,4.44089e-16,nan,4.44089e-16
0.743,-0.0131673,-0.28,2.33774e-10,-1.5708,-1.60812e-16,1.5238,1.87204,0.00049381,3.54944e-07,1.00475e-14,3.10516e-16,6.67103,0,0,0,0,0,0,-8.74762,0.120722,0.544635,-0.156399,-12.5082,-0.0296046,0.14489,0.0856804,0,0,0,0,-4.6654,0.804815,1.81545,-0.521329,-6.67103,-0.197364,0.482965,0.285601,0,0,0,0,-0.0131181,-0.28,0,4.91842e-05,-2.53357e-07,-2.33774e-10,4.91849e-05,-4.6654,0.804815,1.81545,-0.521329,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.744,-0.0112949,-0.28,1.76778e-10,-1.5708,5.72119e-18,1.53048,1.87282,0.00049407,2.57058e-07,8.40994e-15,4.52763e-16,6.67772,0,0,0,0,0,0,-8.76013,0.120695,0.544768,-0.15632,-12.5207,-0.0254274,0.124467,0.0736119,0,0,0,0,-4.67207,0.804632,1.81589,-0.521066,-6.67772,-0.169516,0.414889,0.245373,0,0,0,0,-0.0112457,-0.28,0,4.92047e-05,-2.53495e-07,-1.76778e-10,4.92054e-05,-4.67207,0.804632,1.81589,-0.521066,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.745,-0.00942172,-0.28,1.27661e-10,-1.5708,-1.05301e-16,1.53716,1.87349,0.00049429,1.74667e-07,7.10543e-15,5.59448e-16,6.6834,0,0,0,0,0,0,-8.77266,0.120672,0.544882,-0.156253,-12.5314,-0.0212443,0.104006,0.061517,0,0,0,0,-4.67875,0.804478,1.81627,-0.520842,-6.6834,-0.141629,0.346686,0.205057,0,0,0,0,-0.0093725,-0.28,0,4.9222e-05,-2.53613e-07,-1.27661e-10,4.92227e-05,-4.67875,0.804478,1.81627,-0.520842,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
0.746,-0.00754796,-0.28,8.65157e-11,-1.5708,-1.05301e-16,1.54385,1.87403,0.000494472,1.07929e-07,6.13398e-15,6.36644e-16,6.68806,0,0,0,0,0,0,-8.7852,0.120653,0.544975,-0.156198,-12.5401,-0.0170565,0.083513,0.0494001,0,0,0,0,-4.68544,0.804351,1.81658,-0.520659,-6.68806,-0.11371,0.278377,0.164667,0,0,0,0,-0.00749872,-0.28,0,4.92362e-05,-2.53711e-07,-8.65157e-11,4.92369e-05,-4.68544,0.804351,1.81658,-0.520659,0,0,0,0,0,-1.5708,0,nan,0,0,nan,0
