episode,seed,cable_seed,zero_rms_ee_error,sac_rms_ee_error,delta_rms_ee_error,zero_final_ee_error,sac_final_ee_error,delta_final_ee_error,zero_max_ee_error,sac_max_ee_error,delta_max_ee_error,zero_rms_roll_error,sac_rms_roll_error,delta_rms_roll_error,zero_rms_pitch_error,sac_rms_pitch_error,delta_rms_pitch_error,zero_rms_highfreq,sac_rms_highfreq,delta_rms_highfreq,zero_p2p_error_norm,sac_p2p_error_norm,delta_p2p_error_norm,zero_saturation_fraction,sac_saturation_fraction,delta_saturation_fraction,zero_limit_fraction,sac_limit_fraction,delta_limit_fraction,zero_ncon_max,sac_ncon_max,delta_ncon_max,zero_mean_residual_wrench_norm,sac_mean_residual_wrench_norm,delta_mean_residual_wrench_norm,zero_mean_tau_res_norm,sac_mean_tau_res_norm,delta_mean_tau_res_norm,zero_mean_reward,sac_mean_reward,delta_mean_reward,delta_smooth_score,zero_smooth_score,sac_smooth_score
20,10020,200020,0.00620335238201793,0.003003554832782414,-0.003199797549235516,0.001502350823481818,0.00045140522925704314,-0.001050945594224775,0.011506446206871104,0.007394206586786128,-0.004112239620084976,6.7493880538786805e-06,6.760989360057102e-06,1.1601306178421876e-08,0.04086188736155543,0.04286188974631456,0.002000002384759128,0.0005891212336081004,0.00041332291009743647,-0.0001757983235106639,0.01147898012403865,0.007382035442621249,-0.004096944681417402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6161923392104895,0.6161923392104895,0.0,0.184280962255097,0.184280962255097,-0.1899907667053697,-0.1030953782710025,0.08689538843436721,-0.004958029842892573,0.01438292352207246,0.009424893679179888
21,10021,200021,0.0063277820604418205,0.003165161748428208,-0.0031626203120136125,0.001486500081430535,0.000474162830558745,-0.00101233725087179,0.011842185275563662,0.007738881284782371,-0.004103303990781291,6.7543897986724795e-06,6.765586145591422e-06,1.1196346918942737e-08,0.04185440600729523,0.04369290683984295,0.0018385008325477181,0.000602321504261951,0.00041883664413695787,-0.00018348486012499318,0.011809627331915087,0.007726368366790466,-0.004083258965124621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6142655249656919,0.6142655249656919,0.0,0.18385656502380346,0.18385656502380346,-0.1955334602675335,-0.10814109912334531,0.08739236114418818,-0.0048995005830833604,0.014663484400095739,0.009763983817012378
22,10022,200022,0.006236225032953168,0.003077270517539483,-0.0031589545154136847,0.001398108512918304,0.0004383855789921706,-0.0009597229339261335,0.011658440983128513,0.007649438599759385,-0.004009002383369128,6.763997346688593e-06,6.7767456646746206e-06,1.2748317986027389e-08,0.04137356861456751,0.04361562377702665,0.002242055162459143,0.0005949530998944484,0.0004280848528227721,-0.00016686824707167624,0.011631929256399068,0.007637940349541028,-0.00399398890685804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6162919771322959,0.6162919771322959,0.0,0.18372374433081232,0.18372374433081232,-0.1917379837491339,-0.10606856756250255,0.08566941618663135,-0.004776702563169553,0.01439622920828993,0.009619526645120377
23,10023,200023,0.006141031678870896,0.0029214078555404475,-0.0032196238233304485,0.0014784526946290683,0.00047303265730832487,-0.0010054200373207434,0.011298744999671482,0.007112410180613644,-0.004186334819057838,6.744172320216627e-06,6.7546601815727495e-06,1.0487861356122356e-08,0.040494081395305956,0.04223993654375529,0.0017458551484493337,0.0005815886231868143,0.0004020492977089257,-0.0001795393254778886,0.011264375382683574,0.007106139879612883,-0.004158235503070691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6125932273247773,0.6125932273247773,0.0,0.18677487565860512,0.18677487565860512,-0.18763793732432316,-0.10035841163814069,0.08727952568618247,-0.004971874060373206,0.014213236318392705,0.0092413622580195
24,10024,200024,0.0062382359194804934,0.0030491988799125204,-0.003189037039567973,0.0013640114243670155,0.00034163091325972603,-0.0010223805111072896,0.011583545105689954,0.007474137777935226,-0.004109407327754728,6.7511761330846995e-06,6.762853195198471e-06,1.1677062113771182e-08,0.040882082155622286,0.0427923419940737,0.001910259838451417,0.0005883642757185091,0.00040470464741025234,-0.00018365962830825674,0.011548995722656689,0.00746250850379268,-0.004086487218864009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.610037086661633,0.610037086661633,0.0,0.18654500378622732,0.18654500378622732,-0.19102319716657246,-0.10394785216406853,0.08707534500250393,-0.004929517657050839,0.014295111959413638,0.0093655943023628
25,10025,200025,0.006263279694365629,0.0030788483897344512,-0.003184431304631178,0.0014246415111768094,0.00030468277083405335,-0.001119958740342756,0.011627532505482537,0.007494419711125224,-0.004133112794357313,6.754878769771421e-06,6.766071280600425e-06,1.1192510829003992e-08,0.040701971910401535,0.042645441358373455,0.0019434694479719197,0.0005885241253279845,0.0004105990266602666,-0.00017792509866771793,0.011598158463133152,0.007482555428457879,-0.004115603034675274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6128082147551395,0.6128082147551395,0.0,0.1873227650077457,0.1873227650077457,-0.19132135502623,-0.10439701357877046,0.08692434144745953,-0.005022125137194572,0.014372687639750192,0.00935056250255562
26,10026,200026,0.006207483055040259,0.0030084858371924716,-0.003198997217847788,0.0012566910789390407,0.0002349440509370702,-0.0010217470280019705,0.0112521188282323,0.007349129130062947,-0.003902989698169354,6.763524358185265e-06,6.775060639757227e-06,1.153628157196198e-08,0.04114222513623983,0.04336936401325147,0.0022271388770116404,0.0005900280649005445,0.00041611637690284987,-0.00017391168799769463,0.011221131707132119,0.007340875499081658,-0.003880256208050461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6070639818151733,0.6070639818151733,0.0,0.1855689117458526,0.1855689117458526,-0.19091627294712332,-0.10432739460708498,0.08658887834003834,-0.004861036290129378,0.014118313373915798,0.00925727708378642
27,10027,200027,0.0062862661526572544,0.0031123417320362344,-0.00317392442062102,0.001358238139689228,0.0004040398283822812,-0.0009541983113069468,0.011539867300051193,0.007603982138972987,-0.0039358851610782055,6.761370582223267e-06,6.77259479312033e-06,1.1224210897062461e-08,0.04201278016073158,0.044054820099531676,0.0020420399388000957,0.0006016048947058431,0.0004140397752634199,-0.00018756511944242318,0.011505593425604737,0.00759192140778472,-0.003913672017820017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61132766064895,0.61132766064895,0.0,0.18100416548219248,0.18100416548219248,-0.19496389379291862,-0.10810251488136292,0.0868613789115557,-0.0048004345789120825,0.014448379577951732,0.00964794499903965
28,10028,200028,0.006297030679506554,0.0031104439691457195,-0.0031865867103608343,0.0014342451528883242,0.00036387498424552355,-0.0010703701686428006,0.011521547980696784,0.007509153095311674,-0.004012394885385111,6.75725451802154e-06,6.76941071606033e-06,1.2156198038790082e-08,0.041058074804829835,0.04336540483597712,0.0023073300311472825,0.0005926008999375837,0.00041840643408083705,-0.0001741944658567467,0.011496602027769249,0.007498429007949908,-0.0039981730198193404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6173094637804352,0.6173094637804352,0.0,0.18497224244054636,0.18497224244054636,-0.19333691358583485,-0.1066415801833147,0.08669533340252016,-0.004912954497161344,0.014433379893852304,0.00952042539669096
29,10029,200029,0.0063911304925711575,0.0032321198363545376,-0.00315901065621662,0.0013520735962065501,0.0004641188909738576,-0.0008879547052326926,0.011957970163229489,0.007900788831169181,-0.004057181332060308,6.759124115245043e-06,6.769643528693095e-06,1.0519413448051794e-08,0.04241642686735631,0.04418836384791876,0.0017719369805624455,0.0006038949173611262,0.0004192546020635164,-0.00018464031529760977,0.01192321404236766,0.007885088808206922,-0.004038125234160738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.611219671456656,0.611219671456656,0.0,0.18406130706075172,0.18406130706075172,-0.19859654370451255,-0.11094058485910387,0.08765595884540868,-0.004769715815932676,0.014672112955078958,0.009902397139146282
